species,file,sequence,start,end,strand,gene,coverage,coverage_map,gaps,coverage_pec,identity_perc,database,accession,product,resistance,record
E. coli 508A,genome38.fasta,NODE_6_length_210280_cov_6.060381,60123,63236,+,acrD,1-3114/3114,===============,0/0,100.0,98.65,card,AP009048.1:2586250-2589364,AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.,aminoglycoside,508A
E. coli 508A,genome38.fasta,NODE_6_length_210280_cov_6.060381,83943,84417,+,mphB,3-477/477,===============,0/0,99.58,96.21,card,AE005174.2:3397370-3397847,The mphB gene encodes for MPH(2')-II. This enzymes phosphorylates 14-membered and 16-membered macrolides.  It phosphorylates macrolides in GTP- dependent manner at 2'-OH hydroxyl of desosamine sugar of macrolides.,macrolide,508A
E. coli 508A,genome38.fasta,NODE_7_length_196758_cov_6.553354,15101,15733,+,CRP,1-633/633,===============,0/0,100.0,99.21,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,508A
E. coli 508A,genome38.fasta,NODE_7_length_196758_cov_6.553354,189660,190817,+,mdtE,1-1158/1158,===============,0/0,100.0,98.96,card,AP009048.1:3981183-3980025,MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.,fluoroquinolone;macrolide;penam,508A
E. coli 508A,genome38.fasta,NODE_7_length_196758_cov_6.553354,190842,193955,+,mdtF,1-3114/3114,===============,0/0,100.0,98.36,card,U00096:3660413-3663527,MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.,fluoroquinolone;macrolide;penam,508A
E. coli 508A,genome38.fasta,NODE_7_length_196758_cov_6.553354,194318,195046,-,gadW,1-729/729,===============,0/0,100.0,95.89,card,CP015085.1:2552440-2551711,GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and in situations where GadX is missing activates gadA and gadBC.,fluoroquinolone;macrolide;penam,508A
E. coli 508A,genome38.fasta,NODE_7_length_196758_cov_6.553354,195415,196239,-,gadX,1-825/825,===============,0/0,100.0,93.94,card,AP009048.1:3974604-3975429,GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.,fluoroquinolone;macrolide;penam,508A
E. coli 508A,genome38.fasta,NODE_84_length_4082_cov_7.116997,98,946,+,emrK,208-1056/1056,..=============,0/0,80.4,97.06,card,D78168:536-1592,emrK is a membrane fusion protein that is a homolog of EmrA. Together with the inner membrane transporter EmrY and the outer membrane channel TolC it mediates multidrug efflux.,tetracycline,508A
E. coli 508A,genome38.fasta,NODE_84_length_4082_cov_7.116997,946,2484,+,emrY,1-1539/1539,===============,0/0,100.0,98.05,card,D78168:1591-3130,emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.,tetracycline,508A
E. coli 508A,genome38.fasta,NODE_90_length_2905_cov_8.754455,431,1063,-,catB3,1-633/633,===============,0/0,100.0,100.0,card,JX101693.1:58200-58833,catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium Acinetobacter baumannii and Escherichia coli,phenicol,508A
E. coli 508A,genome38.fasta,NODE_90_length_2905_cov_8.754455,1201,2031,-,OXA-1,1-831/831,===============,0/0,100.0,100.0,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli,cephalosporin;penam,508A
E. coli 508A,genome38.fasta,NODE_90_length_2905_cov_8.754455,2162,2761,-,AAC(6')-Ib-cr,1-600/600,===============,0/0,100.0,100.0,card,DQ303918:0-600,AAC(6')-Ib-cr is an aminoglycoside acetyltransferase encoded by plasmids transposons integrons in Enterobacteriaceae. The aac(6')-Ib-cr variant gene can induce resistance against aminoglycoside and fluoroquinolone simultaneously,aminoglycoside;fluoroquinolone,508A
E. coli 508A,genome38.fasta,NODE_9_length_163716_cov_6.545726,87175,87994,+,bacA,1-820/822,===============,0/0,99.76,96.95,card,U00096.3:3204131-3203309,The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.,peptide,508A
E. coli 508A,genome38.fasta,NODE_9_length_163716_cov_6.545726,108322,109809,-,tolC,1-1488/1488,===============,0/0,100.0,97.92,card,FJ768952:0-1488,TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.,aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline;triclosan,508A
P. aeruginosa 104M3,genome47.fasta,NODE_10_length_226921_cov_11.921326,177587,180643,-,mexW,1-3057/3057,===============,0/0,100.0,99.77,card,NC_002516.2:4904646-4907703,MexW is the RND-type membrane protein of the efflux complex MexVW-OprM.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_10_length_226921_cov_11.921326,180694,181824,-,mexV,1-1131/1131,===============,0/0,100.0,99.82,card,AE004091.2:4903465-4904596,MexV is the membrane fusion protein of the MexVW-OprM multidrug efflux complex.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_11_length_197523_cov_11.920233,132053,135100,-,TriC,1-3048/3048,===============,0/0,100.0,99.8,card,AE004091.2:179521-182569,TriC is a resistance nodulation cell division (RND) transporter that is a part of TriABC-OpmH a triclosan-specific efflux protein.,triclosan,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_11_length_197523_cov_11.920233,135097,136167,-,TriB,1-1071/1071,===============,0/0,100.0,99.72,card,AE004091.2:178454-179525,TriB is a membrane protein that is fused to TriA and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_11_length_197523_cov_11.920233,136164,137315,-,TriA,1-1152/1152,===============,0/0,100.0,99.74,card,AE004091.2:177306-178458,TriA is a membrane protein that is fused to TriB and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_13_length_129064_cov_11.226969,90060,91253,+,PDC-1,1-1194/1194,===============,0/0,100.0,99.75,card,FJ666065:0-1194,PDC-1 is a beta-lactamase found in Pseudomonas aeruginosa.,carbapenem;cephalosporin;monobactam,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_13_length_129064_cov_11.226969,103608,104414,-,APH(3')-IIb,1-807/807,===============,0/0,100.0,98.14,card,X90856:387-1194,APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa,aminoglycoside,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_13_length_129064_cov_11.226969,121119,122327,-,bcr-1,1-1209/1209,===============,0/0,100.0,99.92,card,CP012901.1:5980365-5979156,Transmembrane protein which expels bicyclomycin from the cell leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil often appearing with blaSPM-1 another bicyclomycin resistance gene,bicyclomycin,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_16_length_109808_cov_11.611454,17513,18190,+,Pseudomonas_aeruginosa_CpxR,1-678/678,===============,0/0,100.0,100.0,card,LT673656.1:1885022-1884344,CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.,aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_17_length_103588_cov_12.279179,31933,33096,+,MexC,1-1164/1164,===============,0/0,100.0,99.74,card,U57969:294-1458,MexC is the membrane fusion protein of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_17_length_103588_cov_12.279179,33124,36255,+,MexD,1-3132/3132,========/======,2/2,99.97,99.42,card,U57969:1485-4617,MexD is the multidrug inner membrane transporter of the MexCD-OprJ complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_17_length_103588_cov_12.279179,36261,37700,+,OprJ,1-1440/1440,===============,0/0,100.0,99.17,card,U57969:4622-6062,OprJ is the outer membrane channel component of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_19_length_92112_cov_11.392314,26603,28591,-,arnA,1-1989/1989,===============,0/0,100.0,99.4,card,AE004091.2:3982020-3984009,arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.,peptide,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_19_length_92112_cov_11.392314,66813,67970,+,mexP,1-1158/1158,===============,0/0,100.0,99.91,card,AB219524.1:22-1180,MexP is the membrane fusion protein of the MexPQ-OpmE multidrug efflux complex,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_19_length_92112_cov_11.392314,67967,71128,+,mexQ,1-3162/3162,===============,0/0,100.0,99.72,card,AB219524.1:1176-4338,MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_19_length_92112_cov_11.392314,71125,72600,+,opmE,1-1476/1476,===============,0/0,100.0,99.25,card,AB219524.1:4334-5810,opmE is an outer membrane factor protein that is part of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_1_length_739934_cov_11.311075,321455,321862,+,fosA,1-408/408,===============,0/0,100.0,99.75,card,AE004091.2:1221690-1222098,An enzyme that confers resistance to fosfomycin in Serratia marcescens by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule. In Pseudomonas aeruginosa FosA catalyzes the conjugation of glutathione to carbon-1 of fosfomycin rendering it ineffective as an antibacterial drug.,fosfomycin,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_1_length_739934_cov_11.311075,568095,569528,-,PmpM,1-1434/1434,===============,0/0,100.0,99.3,card,AE004091.2:1473980-1472546,PmpM is a multidrug efflux pump belonging to the MATE family of Pseudomonas aeruginosa. PmpM is an H+ drug antiporter and is the first reported case of an H+ coupled efflux pump in the MATE family. PmpM confers resistance to fluoroquinolones fradiomycin benzalkonium chloride chlorhexidine gluconate ethidium bromide tetraphenylphosphonium chloride (TPPCl) and rhodamine 6G.,aminoglycoside;benzalkonium_chloride;fluoroquinolone,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_1_length_739934_cov_11.311075,658387,659544,+,mexM,1-1158/1158,===============,0/0,100.0,99.22,card,AB219523.1:21-1179,mexM is the membrane fusion protein of the MexMN-OprM multidrug efflux complex.,phenicol,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_1_length_739934_cov_11.311075,659541,662651,+,mexN,1-3111/3111,===============,0/0,100.0,99.33,card,AB219523.1:1175-4286,MexN is the inner membrane transporter of the MexMN-OprM multidrug efflux complex.,phenicol,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_25_length_76548_cov_11.188466,68502,68948,+,mexG,1-447/447,===============,0/0,100.0,100.0,card,AE004091.2:4705955-4706402,MexG is a membrane protein required for MexGHI-OpmD efflux activity.,acridine_dye;fluoroquinolone;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_25_length_76548_cov_11.188466,68956,70068,+,mexH,1-1113/1113,===============,0/0,100.0,99.82,card,AE004091.2:4706409-4707522,MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_25_length_76548_cov_11.188466,70081,73170,+,mexI,1-3090/3090,===============,0/0,100.0,99.77,card,AE004091.2:4707534-4710624,MexI is the inner membrane transporter of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_25_length_76548_cov_11.188466,73167,74630,+,opmD,1-1464/1464,===============,0/0,100.0,99.93,card,AE004091.2:4710620-4712084,OpmD is the outer membrane channel protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_28_length_63116_cov_11.915166,9485,10123,+,Pseudomonas_aeruginosa_catB7,1-639/639,===============,0/0,100.0,98.91,card,NC_002516.2:780101-779462,catB7 is a chromosome-encoded variant of the cat gene found in Pseudomonas aeruginosa,phenicol,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_2_length_573801_cov_11.955623,3454,4887,+,basS,1-1434/1434,===============,0/0,100.0,100.0,card,JQ340365:0-1434,Histidine protein kinase sensor Lipid A modification gene; part of a two-component system involved in polymyxin resistance that senses high extracellular Fe(2+),peptide,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_2_length_573801_cov_11.955623,221182,222630,+,OpmH,1-1449/1449,===============,0/0,100.0,99.79,card,AE004091.2:5584100-5585549,OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.,triclosan,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_2_length_573801_cov_11.955623,243184,243516,+,Pseudomonas_aeruginosa_emrE,1-333/333,===============,0/0,100.0,99.4,card,AE004091.2:5606102-5606435,EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium methyl viologen gentamicin kanamycin and neomycin.,aminoglycoside,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_30_length_58032_cov_10.467575,36762,39899,-,mexY,1-3141/3141,========/======,8/9,99.81,99.2,card,AB015853:1330-4471,MexY is the RND-type membrane protein of the efflux complex MexXY-OprM.,acridine_dye;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_30_length_58032_cov_10.467575,39915,41094,-,mexX,1-1170/1170,========/======,7/10,100.0,98.31,card,AB015853:145-1315,MexX is the membrane fusion protein of the MexXY-OprM multidrug efflux complex.,acridine_dye;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;phenicol;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_5_length_385768_cov_11.999839,138568,139719,+,MexA,1-1152/1152,===============,0/0,100.0,99.83,card,AE004091.2:472023-473175,MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_5_length_385768_cov_11.999839,139735,142875,+,MexB,1-3141/3141,===============,0/0,100.0,99.75,card,L11616:1569-4710,MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_5_length_385768_cov_11.999839,142877,144334,+,OprM,1-1458/1458,===============,0/0,100.0,99.79,card,AE004091.2:476332-477790,OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM MexVW-OprM MexXY-OprM and the AmrAB-OprM complex.,acridine_dye;aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline,104M3
P. aeruginosa 104M3,genome47.fasta,NODE_6_length_315406_cov_11.938495,240248,240409,+,ArmR,1-162/162,===============,0/0,100.0,100.0,card,AE004091.2:4165880-4165718,ArmR a 53-amino-acid antirepressor allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline,104M3
